smk_id,smk_latitude,smk_longitude,wof_id,wof_parentid,wof_name,wof_placetype
18,55.681347,12.5757299,101749159,1159297727,Copenhagen,locality
18,55.681347,12.5757299,85682581,85633121,Capital,region
18,55.681347,12.5757299,85906013,101749159,Kultorvet,neighbourhood
18,55.681347,12.5757299,1159297727,85682581,Copenhagen,localadmin
18,55.681347,12.5757299,85633121,102191581,Denmark,country
67,55.69279191875453,12.6047089540039,101749159,1159297727,Copenhagen,locality
67,55.69279191875453,12.6047089540039,85905843,101749159,Bradbænken,neighbourhood
68,55.692896377902,12.605738922265619,101749159,1159297727,Copenhagen,locality
68,55.692896377902,12.605738922265619,85905843,101749159,Bradbænken,neighbourhood
66,55.69244184665181,12.603164001611322,85906115,101749159,Poul Ankers Gade,neighbourhood
66,55.69244184665181,12.603164001611322,101749159,1159297727,Copenhagen,locality
71,55.64223393909629,12.086617112618248,101818285,1394013999,Roskilde,locality
71,55.64223393909629,12.086617112618248,85682589,85633121,Zealand,region
71,55.64223393909629,12.086617112618248,85633121,102191581,Denmark,country
71,55.64223393909629,12.086617112618248,1394013999,85682589,Roskilde,localadmin
71,55.64223393909629,12.086617112618248,1159297881,85682589,Ballerup,localadmin
102,57.44439686522018,10.536326777893063,101817303,1394014001,Frederikshavn,locality
102,57.44439686522018,10.536326777893063,85633121,102191581,Denmark,country
102,57.44439686522018,10.536326777893063,85682593,85633121,North Jutland,region
102,57.44439686522018,10.536326777893063,1394014001,85682593,Frederikshavn,localadmin
102,57.44439686522018,10.536326777893063,1159297889,85682593,Assens,localadmin
105,61.85012460671276,-6.767464125872801,85633153,136253045,Faroe Islands,dependency
70,55.67634666739197,12.587949512316898,85906061,101749159,Niels Juels Gade,neighbourhood
70,55.67634666739197,12.587949512316898,101749159,1159297727,Copenhagen,locality
70,55.67634666739197,12.587949512316898,1159297727,85682581,Copenhagen,localadmin
70,55.67634666739197,12.587949512316898,85633121,102191581,Denmark,country
74,55.69508794415736,12.568656113244616,85906139,101749159,Rørholmsgade,neighbourhood
74,55.69508794415736,12.568656113244616,85682581,85633121,Capital,region
74,55.69508794415736,12.568656113244616,1159297727,85682581,Copenhagen,localadmin
74,55.69508794415736,12.568656113244616,101749159,1159297727,Copenhagen,locality
74,55.69508794415736,12.568656113244616,85633121,102191581,Denmark,country
113,55.12651977501195,12.024719513183587,85682589,85633121,Zealand,region
113,55.12651977501195,12.024719513183587,85633121,102191581,Denmark,country
113,55.12651977501195,12.024719513183587,1159297907,85682589,Jammerbugt,localadmin
113,55.12651977501195,12.024719513183587,1394013993,85682589,Vordingborg,localadmin
117,55.462007521213074,11.69621003340759,1394014123,85682589,Ringsted,localadmin
117,55.462007521213074,11.69621003340759,1159297777,85682589,Hillerod,localadmin
117,55.462007521213074,11.69621003340759,85682589,85633121,Zealand,region
117,55.462007521213074,11.69621003340759,85633121,102191581,Denmark,country
73,55.67021966204052,12.50839394039919,85682581,85633121,Capital,region
73,55.67021966204052,12.50839394039919,101749159,1159297727,Copenhagen,locality
73,55.67021966204052,12.50839394039919,1394014135,85682581,Frederiksberg,localadmin
73,55.67021966204052,12.50839394039919,1159297879,85682581,Roskilde,localadmin
73,55.67021966204052,12.50839394039919,85906361,101749159,Vålby,neighbourhood
73,55.67021966204052,12.50839394039919,85633121,102191581,Denmark,country
65,55.28042600400099,12.446495952392596,85682589,85633121,Zealand,region
65,55.28042600400099,12.446495952392596,1159297719,85682589,Stevns,localadmin
65,55.28042600400099,12.446495952392596,85633121,102191581,Denmark,country
72,55.67020506204127,12.508479771087666,85682581,85633121,Capital,region
72,55.67020506204127,12.508479771087666,85906361,101749159,Vålby,neighbourhood
72,55.67020506204127,12.508479771087666,1394014135,85682581,Frederiksberg,localadmin
72,55.67020506204127,12.508479771087666,1159297879,85682581,Roskilde,localadmin
72,55.67020506204127,12.508479771087666,101749159,1159297727,Copenhagen,locality
72,55.67020506204127,12.508479771087666,85633121,102191581,Denmark,country
115,55.97458794518536,12.38720984060059,85682581,85633121,Capital,region
115,55.97458794518536,12.38720984060059,1394014147,85682581,Fredensborg,localadmin
115,55.97458794518536,12.38720984060059,1159297817,85682581,Helsingor,localadmin
115,55.97458794518536,12.38720984060059,101818419,1394014147,Fredensborg,locality
115,55.97458794518536,12.38720984060059,85633121,102191581,Denmark,country
116,55.974438845130166,12.415362306420903,85682581,85633121,Capital,region
116,55.974438845130166,12.415362306420903,101818419,1394014147,Fredensborg,locality
116,55.974438845130166,12.415362306420903,1394014147,85682581,Fredensborg,localadmin
116,55.974438845130166,12.415362306420903,1159297817,85682581,Helsingor,localadmin
116,55.974438845130166,12.415362306420903,85633121,102191581,Denmark,country
110,55.76967992648763,12.502284105140701,101749159,1159297727,Copenhagen,locality
110,55.76967992648763,12.502284105140701,1159297723,85682581,Lyngby-Taarbaek,localadmin
110,55.76967992648763,12.502284105140701,85682581,85633121,Capital,region
110,55.76967992648763,12.502284105140701,85633121,102191581,Denmark,country
109,55.76975865343494,12.502407486755386,1159297723,85682581,Lyngby-Taarbaek,localadmin
109,55.76975865343494,12.502407486755386,85682581,85633121,Capital,region
109,55.76975865343494,12.502407486755386,101749159,1159297727,Copenhagen,locality
109,55.76975865343494,12.502407486755386,85633121,102191581,Denmark,country
111,54.91044938896302,9.781495451367181,101805395,1394014049,Sønderborg,locality
111,54.91044938896302,9.781495451367181,1159297877,85682575,Frederiksberg,localadmin
111,54.91044938896302,9.781495451367181,1394014049,85682575,Sonderborg,localadmin
111,54.91044938896302,9.781495451367181,85633121,102191581,Denmark,country
89,55.680437,12.5831031,85906203,101749159,Store Regnegade,neighbourhood
89,55.680437,12.5831031,101749159,1159297727,Copenhagen,locality
89,55.680437,12.5831031,85682581,85633121,Capital,region
89,55.680437,12.5831031,1159297727,85682581,Copenhagen,localadmin
89,55.680437,12.5831031,85633121,102191581,Denmark,country
96,56.6409961,9.7925636,101805781,1394014035,Hobro,locality
96,56.6409961,9.7925636,85682593,85633121,North Jutland,region
96,56.6409961,9.7925636,85633121,102191581,Denmark,country
96,56.6409961,9.7925636,1394014035,85682593,Mariagerfjord,localadmin
96,56.6409961,9.7925636,1159297835,85682593,Aero,localadmin
101,55.6813283,12.5850589,101749159,1159297727,Copenhagen,locality
101,55.6813283,12.5850589,85905793,101749159,Adelsgade,neighbourhood
101,55.6813283,12.5850589,85682581,85633121,Capital,region
101,55.6813283,12.5850589,1159297727,85682581,Copenhagen,localadmin
101,55.6813283,12.5850589,85633121,102191581,Denmark,country
107,55.5894196,9.6616918,85682575,85633121,Southern,region
107,55.5894196,9.6616918,1394014037,85682575,Fredericia,localadmin
107,55.5894196,9.6616918,1159297769,85682575,Glostrup,localadmin
107,55.5894196,9.6616918,85633121,102191581,Denmark,country
108,56.5314357,9.5728523,85682597,85633121,Central Jutland,region
108,56.5314357,9.5728523,85633121,102191581,Denmark,country
108,56.5314357,9.5728523,1394014051,85682597,Viborg,localadmin
108,56.5314357,9.5728523,1159297825,85682597,Hoje-Taastrup,localadmin
112,55.679931,12.5909058,85906205,101749159,Strandstræde,neighbourhood
112,55.679931,12.5909058,101749159,1159297727,Copenhagen,locality
112,55.679931,12.5909058,85682581,85633121,Capital,region
112,55.679931,12.5909058,1159297727,85682581,Copenhagen,localadmin
112,55.679931,12.5909058,85633121,102191581,Denmark,country
118,57.207164,9.865255,85682593,85633121,North Jutland,region
118,57.207164,9.865255,85633121,102191581,Denmark,country
118,57.207164,9.865255,1159297743,85682593,Aalborg,localadmin
80,55.33090719476811,10.807368699999985,85633121,102191581,Denmark,country
80,55.33090719476811,10.807368699999985,85682575,85633121,Southern,region
80,55.33090719476811,10.807368699999985,1159297759,85682575,Solrod,localadmin
80,55.33090719476811,10.807368699999985,101818223,1394014139,Nyborg,locality
80,55.33090719476811,10.807368699999985,1394014139,85682575,Nyborg,localadmin
163,55.304661968784394,10.828185434606942,85633121,102191581,Denmark,country
163,55.304661968784394,10.828185434606942,85682575,85633121,Southern,region
163,55.304661968784394,10.828185434606942,1394014139,85682575,Nyborg,localadmin
163,55.304661968784394,10.828185434606942,1159297759,85682575,Solrod,localadmin
164,55.305194699512214,10.827370043066415,85633121,102191581,Denmark,country
164,55.305194699512214,10.827370043066415,85682575,85633121,Southern,region
164,55.305194699512214,10.827370043066415,1394014139,85682575,Nyborg,localadmin
164,55.305194699512214,10.827370043066415,1159297759,85682575,Solrod,localadmin
132,55.39859166484849,10.390750670547483,85633121,102191581,Denmark,country
132,55.39859166484849,10.390750670547483,85682575,85633121,Southern,region
132,55.39859166484849,10.390750670547483,1159297847,85682575,Allerod,localadmin
132,55.39859166484849,10.390750670547483,101749151,1394014029,Odense,locality
132,55.39859166484849,10.390750670547483,1394014029,85682575,Odense,localadmin
120,55.22464064121478,14.897578799966427,85633121,102191581,Denmark,country
120,55.22464064121478,14.897578799966427,85682581,85633121,Capital,region
120,55.22464064121478,14.897578799966427,1159297781,85682581,Aabenraa,localadmin
120,55.22464064121478,14.897578799966427,1394013995,85682581,Bornholm,localadmin
131,55.398589880845314,10.390643382186887,101749151,1394014029,Odense,locality
131,55.398589880845314,10.390643382186887,1159297847,85682575,Allerod,localadmin
131,55.398589880845314,10.390643382186887,85633121,102191581,Denmark,country
131,55.398589880845314,10.390643382186887,85682575,85633121,Southern,region
131,55.398589880845314,10.390643382186887,1394014029,85682575,Odense,localadmin
133,55.39857568627539,10.390739941711423,85633121,102191581,Denmark,country
133,55.39857568627539,10.390739941711423,101749151,1394014029,Odense,locality
133,55.39857568627539,10.390739941711423,85682575,85633121,Southern,region
133,55.39857568627539,10.390739941711423,1159297847,85682575,Allerod,localadmin
133,55.39857568627539,10.390739941711423,1394014029,85682575,Odense,localadmin
134,55.39859820734863,10.390675568695066,101749151,1394014029,Odense,locality
134,55.39859820734863,10.390675568695066,85682575,85633121,Southern,region
134,55.39859820734863,10.390675568695066,85633121,102191581,Denmark,country
134,55.39859820734863,10.390675568695066,1159297847,85682575,Allerod,localadmin
134,55.39859820734863,10.390675568695066,1394014029,85682575,Odense,localadmin
127,55.6742469325528,12.560623166873173,85905951,101749159,Herholdsgade,neighbourhood
127,55.6742469325528,12.560623166873173,101749159,1159297727,Copenhagen,locality
127,55.6742469325528,12.560623166873173,85682581,85633121,Capital,region
127,55.6742469325528,12.560623166873173,1159297727,85682581,Copenhagen,localadmin
127,55.6742469325528,12.560623166873173,85633121,102191581,Denmark,country
128,55.67408526602255,12.560773370578007,85905951,101749159,Herholdsgade,neighbourhood
128,55.67408526602255,12.560773370578007,101749159,1159297727,Copenhagen,locality
128,55.67408526602255,12.560773370578007,85682581,85633121,Capital,region
128,55.67408526602255,12.560773370578007,1159297727,85682581,Copenhagen,localadmin
128,55.67408526602255,12.560773370578007,85633121,102191581,Denmark,country
130,55.667799735740694,12.599197967150877,85905867,101749159,Christianshavns Voldgade,neighbourhood
130,55.667799735740694,12.599197967150877,101749159,1159297727,Copenhagen,locality
130,55.667799735740694,12.599197967150877,85682581,85633121,Capital,region
130,55.667799735740694,12.599197967150877,1159297727,85682581,Copenhagen,localadmin
130,55.667799735740694,12.599197967150877,85633121,102191581,Denmark,country
174,55.233141656279855,14.723889672998043,85682581,85633121,Capital,region
174,55.233141656279855,14.723889672998043,85633121,102191581,Denmark,country
174,55.233141656279855,14.723889672998043,1159297781,85682581,Aabenraa,localadmin
174,55.233141656279855,14.723889672998043,1394013995,85682581,Bornholm,localadmin
126,55.6738077,12.5609123,85905951,101749159,Herholdsgade,neighbourhood
126,55.6738077,12.5609123,85682581,85633121,Capital,region
126,55.6738077,12.5609123,101749159,1159297727,Copenhagen,locality
126,55.6738077,12.5609123,85633121,102191581,Denmark,country
126,55.6738077,12.5609123,1159297727,85682581,Copenhagen,localadmin
124,55.1095714717166,14.897696817163082,85633121,102191581,Denmark,country
124,55.1095714717166,14.897696817163082,85682581,85633121,Capital,region
124,55.1095714717166,14.897696817163082,1394013995,85682581,Bornholm,localadmin
124,55.1095714717166,14.897696817163082,1159297781,85682581,Aabenraa,localadmin
172,55.159288893080145,14.884221399072262,85633121,102191581,Denmark,country
172,55.159288893080145,14.884221399072262,85682581,85633121,Capital,region
172,55.159288893080145,14.884221399072262,1394013995,85682581,Bornholm,localadmin
172,55.159288893080145,14.884221399072262,1159297781,85682581,Aabenraa,localadmin
122,55.28368018311574,14.796609953442363,85682581,85633121,Capital,region
144,55.69722995904681,12.557686678434763,101749159,1159297727,Copenhagen,locality
144,55.69722995904681,12.557686678434763,85682581,85633121,Capital,region
144,55.69722995904681,12.557686678434763,85898795,101749159,Lersøen,neighbourhood
144,55.69722995904681,12.557686678434763,1159297727,85682581,Copenhagen,localadmin
144,55.69722995904681,12.557686678434763,85633121,102191581,Denmark,country
145,56.66120743438925,10.000091917187506,85682593,85633121,North Jutland,region
145,56.66120743438925,10.000091917187506,1159297835,85682593,Aero,localadmin
145,56.66120743438925,10.000091917187506,85633121,102191581,Denmark,country
145,56.66120743438925,10.000091917187506,1394014035,85682593,Mariagerfjord,localadmin
160,55.81124231543282,10.569231664404315,85633121,102191581,Denmark,country
160,55.81124231543282,10.569231664404315,85682597,85633121,Central Jutland,region
160,55.81124231543282,10.569231664404315,1159297735,85682597,Samso,localadmin
165,56.01597877311158,12.111819734393329,1159297855,85682581,Horsens,localadmin
165,56.01597877311158,12.111819734393329,101818415,1394014111,Ramløse,locality
165,56.01597877311158,12.111819734393329,85682581,85633121,Capital,region
165,56.01597877311158,12.111819734393329,1394014111,85682581,Gribskov,localadmin
165,56.01597877311158,12.111819734393329,85633121,102191581,Denmark,country
135,56.45999121589798,10.038405817474358,101749161,1394013975,Randers,locality
135,56.45999121589798,10.038405817474358,85682597,85633121,Central Jutland,region
135,56.45999121589798,10.038405817474358,1159297903,85682597,Hvidovre,localadmin
135,56.45999121589798,10.038405817474358,1394013975,85682597,Randers,localadmin
135,56.45999121589798,10.038405817474358,85633121,102191581,Denmark,country
161,56.78057910836728,8.254344203906253,85682593,85633121,North Jutland,region
161,56.78057910836728,8.254344203906253,85633121,102191581,Denmark,country
161,56.78057910836728,8.254344203906253,1159297829,85682593,Fureso,localadmin
161,56.78057910836728,8.254344203906253,1394014009,85682593,Thisted,localadmin
151,56.07990503031687,12.538990457641587,101817271,1394014013,Hellebæk,locality
151,56.07990503031687,12.538990457641587,85682581,85633121,Capital,region
151,56.07990503031687,12.538990457641587,1159297819,85682581,Kolding,localadmin
151,56.07990503031687,12.538990457641587,1394014013,85682581,Helsingor,localadmin
151,56.07990503031687,12.538990457641587,85633121,102191581,Denmark,country
125,55.81502664877307,12.464415761376966,85682581,85633121,Capital,region
125,55.81502664877307,12.464415761376966,101749159,1159297727,Copenhagen,locality
125,55.81502664877307,12.464415761376966,1394014143,85682581,Rudersdal,localadmin
125,55.81502664877307,12.464415761376966,1159297843,85682581,Morso,localadmin
125,55.81502664877307,12.464415761376966,85633121,102191581,Denmark,country
148,55.71914214922833,12.52819882957762,85898771,101749159,Bispebjerg,neighbourhood
148,55.71914214922833,12.52819882957762,85682581,85633121,Capital,region
148,55.71914214922833,12.52819882957762,101749159,1159297727,Copenhagen,locality
148,55.71914214922833,12.52819882957762,1159297727,85682581,Copenhagen,localadmin
148,55.71914214922833,12.52819882957762,85633121,102191581,Denmark,country
121,55.278858591828744,14.797897413769512,101840793,1394013995,Allinge-Sandvig,locality
121,55.278858591828744,14.797897413769512,85682581,85633121,Capital,region
121,55.278858591828744,14.797897413769512,85633121,102191581,Denmark,country
121,55.278858591828744,14.797897413769512,1394013995,85682581,Bornholm,localadmin
121,55.278858591828744,14.797897413769512,1159297781,85682581,Aabenraa,localadmin
169,56.02605688502669,12.605924283172602,101818397,1394014013,Helsingør,locality
169,56.02605688502669,12.605924283172602,85682581,85633121,Capital,region
169,56.02605688502669,12.605924283172602,1159297819,85682581,Kolding,localadmin
169,56.02605688502669,12.605924283172602,1394014013,85682581,Helsingor,localadmin
169,56.02605688502669,12.605924283172602,85633121,102191581,Denmark,country
170,56.02522387493878,12.605162535812372,101818397,1394014013,Helsingør,locality
170,56.02522387493878,12.605162535812372,85682581,85633121,Capital,region
170,56.02522387493878,12.605162535812372,1159297819,85682581,Kolding,localadmin
170,56.02522387493878,12.605162535812372,1394014013,85682581,Helsingor,localadmin
170,56.02522387493878,12.605162535812372,85633121,102191581,Denmark,country
171,56.025835106661724,12.604357873107904,101818397,1394014013,Helsingør,locality
171,56.025835106661724,12.604357873107904,85682581,85633121,Capital,region
171,56.025835106661724,12.604357873107904,1159297819,85682581,Kolding,localadmin
171,56.025835106661724,12.604357873107904,1394014013,85682581,Helsingor,localadmin
171,56.025835106661724,12.604357873107904,85633121,102191581,Denmark,country
123,55.792023880466566,12.39856456010743,85682581,85633121,Capital,region
123,55.792023880466566,12.39856456010743,1394014061,85682581,Fureso,localadmin
123,55.792023880466566,12.39856456010743,1159297831,85682581,Tarnby,localadmin
123,55.792023880466566,12.39856456010743,85633121,102191581,Denmark,country
173,55.09493622412443,10.239067597961439,101827409,1394014055,Faaborg,locality
173,55.09493622412443,10.239067597961439,85682575,85633121,Southern,region
149,55.12818254374007,10.24912536523439,85682575,85633121,Southern,region
149,55.12818254374007,10.24912536523439,85633121,102191581,Denmark,country
149,55.12818254374007,10.24912536523439,1159297885,85682575,Rebild,localadmin
149,55.12818254374007,10.24912536523439,1394014055,85682575,Faaborg-Midtfyn,localadmin
136,55.6970411,12.5582714,101749159,1159297727,Copenhagen,locality
136,55.6970411,12.5582714,85682581,85633121,Capital,region
136,55.6970411,12.5582714,85898795,101749159,Lersøen,neighbourhood
136,55.6970411,12.5582714,1159297727,85682581,Copenhagen,localadmin
136,55.6970411,12.5582714,85633121,102191581,Denmark,country
137,55.6970411,12.5582714,85682581,85633121,Capital,region
137,55.6970411,12.5582714,1159297727,85682581,Copenhagen,localadmin
137,55.6970411,12.5582714,85898795,101749159,Lersøen,neighbourhood
137,55.6970411,12.5582714,101749159,1159297727,Copenhagen,locality
137,55.6970411,12.5582714,85633121,102191581,Denmark,country
138,56.135927,9.941468,85682597,85633121,Central Jutland,region
138,56.135927,9.941468,1159297721,85682597,Skanderborg,localadmin
138,56.135927,9.941468,85633121,102191581,Denmark,country
143,55.6970411,12.5582714,101749159,1159297727,Copenhagen,locality
143,55.6970411,12.5582714,85682581,85633121,Capital,region
143,55.6970411,12.5582714,85898795,101749159,Lersøen,neighbourhood
143,55.6970411,12.5582714,1159297727,85682581,Copenhagen,localadmin
143,55.6970411,12.5582714,85633121,102191581,Denmark,country
146,56.0112221,12.4300242,85682581,85633121,Capital,region
146,56.0112221,12.4300242,1394014013,85682581,Helsingor,localadmin
146,56.0112221,12.4300242,1159297819,85682581,Kolding,localadmin
146,56.0112221,12.4300242,85633121,102191581,Denmark,country
159,55.6767589,12.5799498,85906021,101749159,Læderstræde,neighbourhood
159,55.6767589,12.5799498,85905969,101749159,Hyskenstræde,neighbourhood
159,55.6767589,12.5799498,101749159,1159297727,Copenhagen,locality
159,55.6767589,12.5799498,85682581,85633121,Capital,region
159,55.6767589,12.5799498,1159297727,85682581,Copenhagen,localadmin
159,55.6767589,12.5799498,85633121,102191581,Denmark,country
166,55.0980556,10.1097222,85633121,102191581,Denmark,country
166,55.0980556,10.1097222,85682575,85633121,Southern,region
166,55.0980556,10.1097222,1159297885,85682575,Rebild,localadmin
166,55.0980556,10.1097222,1394014055,85682575,Faaborg-Midtfyn,localadmin
200,55.09379521708484,15.000779474023433,85633121,102191581,Denmark,country
200,55.09379521708484,15.000779474023433,85682581,85633121,Capital,region
200,55.09379521708484,15.000779474023433,1159297781,85682581,Aabenraa,localadmin
200,55.09379521708484,15.000779474023433,1394013995,85682581,Bornholm,localadmin
212,54.92688827046055,9.901686523278821,85682575,85633121,Southern,region
212,54.92688827046055,9.901686523278821,101805393,1394014049,Høruphav,locality
212,54.92688827046055,9.901686523278821,85633121,102191581,Denmark,country
212,54.92688827046055,9.901686523278821,1159297877,85682575,Frederiksberg,localadmin
212,54.92688827046055,9.901686523278821,1394014049,85682575,Sonderborg,localadmin
232,55.679427108933176,12.577805397822575,85905987,101749159,Kejsergade,neighbourhood
232,55.679427108933176,12.577805397822575,101749159,1159297727,Copenhagen,locality
232,55.679427108933176,12.577805397822575,85682581,85633121,Capital,region
232,55.679427108933176,12.577805397822575,1159297727,85682581,Copenhagen,localadmin
232,55.679427108933176,12.577805397822575,85633121,102191581,Denmark,country
231,55.68495242105843,12.570096729113773,85905913,101749159,Frederiksborggade,neighbourhood
231,55.68495242105843,12.570096729113773,85682581,85633121,Capital,region
231,55.68495242105843,12.570096729113773,101749159,1159297727,Copenhagen,locality
231,55.68495242105843,12.570096729113773,1159297727,85682581,Copenhagen,localadmin
231,55.68495242105843,12.570096729113773,85633121,102191581,Denmark,country
199,55.120308681143705,14.981210077050777,85682581,85633121,Capital,region
199,55.120308681143705,14.981210077050777,85633121,102191581,Denmark,country
199,55.120308681143705,14.981210077050777,1394013995,85682581,Bornholm,localadmin
199,55.120308681143705,14.981210077050777,1159297781,85682581,Aabenraa,localadmin
204,55.12687246145205,14.862077081445308,85633121,102191581,Denmark,country
204,55.12687246145205,14.862077081445308,85682581,85633121,Capital,region
204,55.12687246145205,14.862077081445308,1394013995,85682581,Bornholm,localadmin
204,55.12687246145205,14.862077081445308,1159297781,85682581,Aabenraa,localadmin
201,55.082427160278094,14.959580743554683,85633121,102191581,Denmark,country
201,55.082427160278094,14.959580743554683,85682581,85633121,Capital,region
201,55.082427160278094,14.959580743554683,1394013995,85682581,Bornholm,localadmin
201,55.082427160278094,14.959580743554683,1159297781,85682581,Aabenraa,localadmin
198,55.2969639360064,14.774271412925918,85633121,102191581,Denmark,country
198,55.2969639360064,14.774271412925918,85682581,85633121,Capital,region
198,55.2969639360064,14.774271412925918,1394013995,85682581,Bornholm,localadmin
198,55.2969639360064,14.774271412925918,1159297781,85682581,Aabenraa,localadmin
202,55.056141797740636,15.022752130273433,85633121,102191581,Denmark,country
202,55.056141797740636,15.022752130273433,85682581,85633121,Capital,region
202,55.056141797740636,15.022752130273433,1159297781,85682581,Aabenraa,localadmin
202,55.056141797740636,15.022752130273433,1394013995,85682581,Bornholm,localadmin
197,55.29649507510183,14.770737439727322,85633121,102191581,Denmark,country
197,55.29649507510183,14.770737439727322,85682581,85633121,Capital,region
197,55.29649507510183,14.770737439727322,1394013995,85682581,Bornholm,localadmin
197,55.29649507510183,14.770737439727322,1159297781,85682581,Aabenraa,localadmin
203,55.066114625016006,14.849717462304683,85633121,102191581,Denmark,country
203,55.066114625016006,14.849717462304683,85682581,85633121,Capital,region
203,55.066114625016006,14.849717462304683,1159297781,85682581,Aabenraa,localadmin
203,55.066114625016006,14.849717462304683,1394013995,85682581,Bornholm,localadmin
196,55.29542537480832,14.776331301669655,85633121,102191581,Denmark,country
196,55.29542537480832,14.776331301669655,1394013995,85682581,Bornholm,localadmin
196,55.29542537480832,14.776331301669655,1159297781,85682581,Aabenraa,localadmin
205,55.1136618491349,14.931771600488277,85633121,102191581,Denmark,country
205,55.1136618491349,14.931771600488277,85682581,85633121,Capital,region
205,55.1136618491349,14.931771600488277,1159297781,85682581,Aabenraa,localadmin
205,55.1136618491349,14.931771600488277,1394013995,85682581,Bornholm,localadmin
221,55.44904809932289,11.759767658224485,85682589,85633121,Zealand,region
221,55.44904809932289,11.759767658224485,1394014123,85682589,Ringsted,localadmin
221,55.44904809932289,11.759767658224485,1159297777,85682589,Hillerod,localadmin
221,55.44904809932289,11.759767658224485,85633121,102191581,Denmark,country
217,55.452871165435035,11.738234884252927,85682589,85633121,Zealand,region
217,55.452871165435035,11.738234884252927,1394014123,85682589,Ringsted,localadmin
217,55.452871165435035,11.738234884252927,1159297777,85682589,Hillerod,localadmin
217,55.452871165435035,11.738234884252927,85633121,102191581,Denmark,country
229,55.437631304328505,11.718804962149045,85682589,85633121,Zealand,region
229,55.437631304328505,11.718804962149045,1394014123,85682589,Ringsted,localadmin
229,55.437631304328505,11.718804962149045,1159297777,85682589,Hillerod,localadmin
229,55.437631304328505,11.718804962149045,85633121,102191581,Denmark,country
187,55.44808759751232,11.718335295894876,85682589,85633121,Zealand,region
187,55.44808759751232,11.718335295894876,1394014123,85682589,Ringsted,localadmin
187,55.44808759751232,11.718335295894876,1159297777,85682589,Hillerod,localadmin
187,55.44808759751232,11.718335295894876,85633121,102191581,Denmark,country
233,55.45605872139766,11.66424883078613,85682589,85633121,Zealand,region
233,55.45605872139766,11.66424883078613,1159297921,85682589,Esbjerg,localadmin
233,55.45605872139766,11.66424883078613,1394014099,85682589,Soro,localadmin
233,55.45605872139766,11.66424883078613,85633121,102191581,Denmark,country
220,55.439685277946545,11.746227867117307,85682589,85633121,Zealand,region
220,55.439685277946545,11.746227867117307,1394014123,85682589,Ringsted,localadmin
220,55.439685277946545,11.746227867117307,1159297777,85682589,Hillerod,localadmin
220,55.439685277946545,11.746227867117307,85633121,102191581,Denmark,country
227,55.448947646840494,11.683442718496702,1159297921,85682589,Esbjerg,localadmin
227,55.448947646840494,11.683442718496702,85682589,85633121,Zealand,region
227,55.448947646840494,11.683442718496702,1394014099,85682589,Soro,localadmin
227,55.448947646840494,11.683442718496702,85633121,102191581,Denmark,country
225,55.46804496688655,11.674682623854062,1394014123,85682589,Ringsted,localadmin
225,55.46804496688655,11.674682623854062,85682589,85633121,Zealand,region
225,55.46804496688655,11.674682623854062,1159297777,85682589,Hillerod,localadmin
225,55.46804496688655,11.674682623854062,85633121,102191581,Denmark,country
241,55.80959187201899,12.5011143126587,85682581,85633121,Capital,region
241,55.80959187201899,12.5011143126587,1394014143,85682581,Rudersdal,localadmin
241,55.80959187201899,12.5011143126587,101749159,1159297727,Copenhagen,locality
241,55.80959187201899,12.5011143126587,1159297843,85682581,Morso,localadmin
241,55.80959187201899,12.5011143126587,85633121,102191581,Denmark,country
235,55.536358125199314,11.80162980534413,85682589,85633121,Zealand,region
235,55.536358125199314,11.80162980534413,1159297777,85682589,Hillerod,localadmin
235,55.536358125199314,11.80162980534413,1394014123,85682589,Ringsted,localadmin
235,55.536358125199314,11.80162980534413,85633121,102191581,Denmark,country
181,56.08987044741995,12.458054102377337,101817263,1394014013,Hornbæk,locality
181,56.08987044741995,12.458054102377337,85682581,85633121,Capital,region
181,56.08987044741995,12.458054102377337,1394014013,85682581,Helsingor,localadmin
181,56.08987044741995,12.458054102377337,1159297819,85682581,Kolding,localadmin
181,56.08987044741995,12.458054102377337,85633121,102191581,Denmark,country
178,55.247231,12.101939,85682589,85633121,Zealand,region
178,55.247231,12.101939,1394014141,85682589,Faxe,localadmin
178,55.247231,12.101939,1159297811,85682589,Horsholm,localadmin
178,55.247231,12.101939,85633121,102191581,Denmark,country
207,56.06692377655509,12.551097899938965,1159297819,85682581,Kolding,localadmin
207,56.06692377655509,12.551097899938965,1394014013,85682581,Helsingor,localadmin
207,56.06692377655509,12.551097899938965,85682581,85633121,Capital,region
207,56.06692377655509,12.551097899938965,85633121,102191581,Denmark,country
210,55.765905593720994,12.570466693054216,101749159,1159297727,Copenhagen,locality
210,55.765905593720994,12.570466693054216,1159297927,85682581,Ikast-Brande,localadmin
210,55.765905593720994,12.570466693054216,85682581,85633121,Capital,region
210,55.765905593720994,12.570466693054216,1394014115,85682581,Gentofte,localadmin
210,55.765905593720994,12.570466693054216,85633121,102191581,Denmark,country
237,55.81118330982982,12.502830926428231,85682581,85633121,Capital,region
237,55.81118330982982,12.502830926428231,101749159,1159297727,Copenhagen,locality
237,55.81118330982982,12.502830926428231,1159297843,85682581,Morso,localadmin
237,55.81118330982982,12.502830926428231,1394014143,85682581,Rudersdal,localadmin
237,55.81118330982982,12.502830926428231,85633121,102191581,Denmark,country
240,55.81037841964158,12.501715127478036,85682581,85633121,Capital,region
